LookupId,Name,Type,InstitutionId,State
f6f207db-d660-48a3-aaaf-3d2ed00be499,SEMESTER 1,SEMESTER,,0
d694438c-d3fd-4046-954b-f9e107aa5c3c,SEMESTER 2,SEMESTER,,0
474fadea-1bf6-494b-acda-23a658c85422,2019/2020,ACADEMIC YEAR,,0
64f91b4f-b286-45f0-9a39-05fa41033c4c,2020/2021,ACADEMIC YEAR,,0
