ProgramId,Name,Duration,Limit,DepartmentId
cd69bb51-ad70-4652-9a1d-82b7071b8667,BSC. COMPUTER SCIENCE,4,0,b4c6d3e8-cbd3-4c46-ab4d-b8e034c3eca5
