SchoolId,Name,AcademicYear,Semester,RegistrationActivated,ResultUploaded,InstitutionId,State
4531babd-fd77-4951-b581-d63a1fe24eca,SCHOOL OF SCIENCE,2020/2021,SEMESTER 1,False,False,64ca983a-51a0-4b14-aa97-6ce771f5e569,0
0529786a-1ca9-4511-a30d-36f68dcaa1b0,SCHOOL OF ENGINEERING,2020/2021,SEMESTER 1,False,False,64ca983a-51a0-4b14-aa97-6ce771f5e569,0
